data,indicador,valor
2019-01-01,pct_sobre_mes,0.4
2019-01-02,pct_sobre_mes,4.9
2019-01-03,pct_sobre_mes,10.1
2019-01-04,pct_sobre_mes,15.2
2019-01-05,pct_sobre_mes,20.3
2019-01-06,pct_sobre_mes,20.5
2019-01-07,pct_sobre_mes,23.8
2019-01-08,pct_sobre_mes,27.2
2019-01-09,pct_sobre_mes,30.5
2019-01-10,pct_sobre_mes,33.7
2019-01-11,pct_sobre_mes,37.3
2019-01-12,pct_sobre_mes,41.6
2019-01-13,pct_sobre_mes,42.5
2019-01-14,pct_sobre_mes,45.8
2019-01-15,pct_sobre_mes,48.9
2019-01-16,pct_sobre_mes,51.6
2019-01-17,pct_sobre_mes,54.5
2019-01-18,pct_sobre_mes,57.9
2019-01-19,pct_sobre_mes,61.9
2019-01-20,pct_sobre_mes,62.6
2019-01-21,pct_sobre_mes,65.8
2019-01-22,pct_sobre_mes,68.6
2019-01-23,pct_sobre_mes,71.4
2019-01-24,pct_sobre_mes,74.1
2019-01-25,pct_sobre_mes,77.3
2019-01-26,pct_sobre_mes,81.2
2019-01-27,pct_sobre_mes,81.8
2019-01-28,pct_sobre_mes,85.0
2019-01-29,pct_sobre_mes,87.8
2019-01-30,pct_sobre_mes,90.6
2019-01-31,pct_sobre_mes,100.0
2019-02-01,pct_sobre_mes,4.3
2019-02-02,pct_sobre_mes,9.2
2019-02-03,pct_sobre_mes,10.0
2019-02-04,pct_sobre_mes,13.7
2019-02-05,pct_sobre_mes,17.0
2019-02-06,pct_sobre_mes,20.5
2019-02-07,pct_sobre_mes,24.0
2019-02-08,pct_sobre_mes,28.0
2019-02-09,pct_sobre_mes,32.6
2019-02-10,pct_sobre_mes,33.5
2019-02-11,pct_sobre_mes,37.3
2019-02-12,pct_sobre_mes,40.6
2019-02-13,pct_sobre_mes,43.8
2019-02-14,pct_sobre_mes,47.3
2019-02-15,pct_sobre_mes,51.3
2019-02-16,pct_sobre_mes,55.8
2019-02-17,pct_sobre_mes,56.5
2019-02-18,pct_sobre_mes,60.1
2019-02-19,pct_sobre_mes,63.4
2019-02-20,pct_sobre_mes,66.5
2019-02-21,pct_sobre_mes,69.8
2019-02-22,pct_sobre_mes,73.7
2019-02-23,pct_sobre_mes,78.0
2019-02-24,pct_sobre_mes,78.9
2019-02-25,pct_sobre_mes,82.7
2019-02-26,pct_sobre_mes,85.9
2019-02-27,pct_sobre_mes,89.8
2019-02-28,pct_sobre_mes,100.0
2019-03-01,pct_sobre_mes,3.7
2019-03-02,pct_sobre_mes,7.5
2019-03-03,pct_sobre_mes,8.1
2019-03-04,pct_sobre_mes,11.5
2019-03-05,pct_sobre_mes,14.5
2019-03-06,pct_sobre_mes,17.6
2019-03-07,pct_sobre_mes,20.8
2019-03-08,pct_sobre_mes,24.3
2019-03-09,pct_sobre_mes,28.4
2019-03-10,pct_sobre_mes,29.2
2019-03-11,pct_sobre_mes,33.2
2019-03-12,pct_sobre_mes,36.3
2019-03-13,pct_sobre_mes,39.3
2019-03-14,pct_sobre_mes,42.5
2019-03-15,pct_sobre_mes,46.3
2019-03-16,pct_sobre_mes,50.3
2019-03-17,pct_sobre_mes,51.1
2019-03-18,pct_sobre_mes,54.1
2019-03-19,pct_sobre_mes,56.4
2019-03-20,pct_sobre_mes,59.5
2019-03-21,pct_sobre_mes,62.7
2019-03-22,pct_sobre_mes,66.2
2019-03-23,pct_sobre_mes,70.2
2019-03-24,pct_sobre_mes,70.9
2019-03-25,pct_sobre_mes,74.3
2019-03-26,pct_sobre_mes,77.3
2019-03-27,pct_sobre_mes,80.3
2019-03-28,pct_sobre_mes,83.9
2019-03-29,pct_sobre_mes,87.9
2019-03-30,pct_sobre_mes,92.4
2019-03-31,pct_sobre_mes,100.0
2019-04-01,pct_sobre_mes,3.7
2019-04-02,pct_sobre_mes,6.7
2019-04-03,pct_sobre_mes,9.7
2019-04-04,pct_sobre_mes,12.7
2019-04-05,pct_sobre_mes,16.3
2019-04-06,pct_sobre_mes,20.7
2019-04-07,pct_sobre_mes,21.5
2019-04-08,pct_sobre_mes,24.9
2019-04-09,pct_sobre_mes,27.9
2019-04-10,pct_sobre_mes,31.2
2019-04-11,pct_sobre_mes,34.5
2019-04-12,pct_sobre_mes,38.2
2019-04-13,pct_sobre_mes,42.4
2019-04-14,pct_sobre_mes,43.3
2019-04-15,pct_sobre_mes,47.5
2019-04-16,pct_sobre_mes,51.0
2019-04-17,pct_sobre_mes,55.7
2019-04-18,pct_sobre_mes,58.4
2019-04-19,pct_sobre_mes,59.3
2019-04-20,pct_sobre_mes,63.5
2019-04-21,pct_sobre_mes,64.3
2019-04-22,pct_sobre_mes,66.9
2019-04-23,pct_sobre_mes,70.1
2019-04-24,pct_sobre_mes,73.1
2019-04-25,pct_sobre_mes,76.8
2019-04-26,pct_sobre_mes,80.5
2019-04-27,pct_sobre_mes,84.6
2019-04-28,pct_sobre_mes,85.4
2019-04-29,pct_sobre_mes,89.1
2019-04-30,pct_sobre_mes,100.0
2019-05-01,pct_sobre_mes,0.6
2019-05-02,pct_sobre_mes,4.3
2019-05-03,pct_sobre_mes,8.5
2019-05-04,pct_sobre_mes,13.1
2019-05-05,pct_sobre_mes,13.8
2019-05-06,pct_sobre_mes,17.2
2019-05-07,pct_sobre_mes,20.3
2019-05-08,pct_sobre_mes,23.5
2019-05-09,pct_sobre_mes,26.8
2019-05-10,pct_sobre_mes,30.5
2019-05-11,pct_sobre_mes,34.7
2019-05-12,pct_sobre_mes,35.5
2019-05-13,pct_sobre_mes,38.9
2019-05-14,pct_sobre_mes,42.0
2019-05-15,pct_sobre_mes,45.1
2019-05-16,pct_sobre_mes,48.1
2019-05-17,pct_sobre_mes,51.3
2019-05-18,pct_sobre_mes,55.3
2019-05-19,pct_sobre_mes,56.0
2019-05-20,pct_sobre_mes,59.3
2019-05-21,pct_sobre_mes,62.3
2019-05-22,pct_sobre_mes,65.2
2019-05-23,pct_sobre_mes,68.2
2019-05-24,pct_sobre_mes,72.0
2019-05-25,pct_sobre_mes,76.1
2019-05-26,pct_sobre_mes,76.8
2019-05-27,pct_sobre_mes,80.2
2019-05-28,pct_sobre_mes,83.6
2019-05-29,pct_sobre_mes,86.6
2019-05-30,pct_sobre_mes,89.8
2019-05-31,pct_sobre_mes,100.0
2019-06-01,pct_sobre_mes,4.4
2019-06-02,pct_sobre_mes,5.2
2019-06-03,pct_sobre_mes,9.1
2019-06-04,pct_sobre_mes,12.4
2019-06-05,pct_sobre_mes,15.2
2019-06-06,pct_sobre_mes,18.5
2019-06-07,pct_sobre_mes,22.1
2019-06-08,pct_sobre_mes,26.3
2019-06-09,pct_sobre_mes,27.1
2019-06-10,pct_sobre_mes,30.4
2019-06-11,pct_sobre_mes,33.7
2019-06-12,pct_sobre_mes,36.8
2019-06-13,pct_sobre_mes,39.9
2019-06-14,pct_sobre_mes,43.5
2019-06-15,pct_sobre_mes,47.5
2019-06-16,pct_sobre_mes,48.3
2019-06-17,pct_sobre_mes,51.8
2019-06-18,pct_sobre_mes,54.9
2019-06-19,pct_sobre_mes,58.2
2019-06-20,pct_sobre_mes,61.3
2019-06-21,pct_sobre_mes,64.9
2019-06-22,pct_sobre_mes,69.0
2019-06-23,pct_sobre_mes,69.9
2019-06-24,pct_sobre_mes,72.5
2019-06-25,pct_sobre_mes,76.3
2019-06-26,pct_sobre_mes,79.7
2019-06-27,pct_sobre_mes,83.4
2019-06-28,pct_sobre_mes,87.6
2019-06-29,pct_sobre_mes,92.2
2019-06-30,pct_sobre_mes,100.0
2019-07-01,pct_sobre_mes,5.4
2019-07-02,pct_sobre_mes,8.8
2019-07-03,pct_sobre_mes,12.1
2019-07-04,pct_sobre_mes,15.3
2019-07-05,pct_sobre_mes,18.8
2019-07-06,pct_sobre_mes,22.6
2019-07-07,pct_sobre_mes,23.8
2019-07-08,pct_sobre_mes,27.6
2019-07-09,pct_sobre_mes,30.6
2019-07-10,pct_sobre_mes,33.6
2019-07-11,pct_sobre_mes,36.8
2019-07-12,pct_sobre_mes,40.0
2019-07-13,pct_sobre_mes,43.6
2019-07-14,pct_sobre_mes,44.5
2019-07-15,pct_sobre_mes,48.4
2019-07-16,pct_sobre_mes,51.5
2019-07-17,pct_sobre_mes,54.5
2019-07-18,pct_sobre_mes,57.4
2019-07-19,pct_sobre_mes,60.6
2019-07-20,pct_sobre_mes,64.1
2019-07-21,pct_sobre_mes,64.9
2019-07-22,pct_sobre_mes,68.2
2019-07-23,pct_sobre_mes,71.0
2019-07-24,pct_sobre_mes,73.8
2019-07-25,pct_sobre_mes,76.6
2019-07-26,pct_sobre_mes,79.9
2019-07-27,pct_sobre_mes,83.3
2019-07-28,pct_sobre_mes,84.2
2019-07-29,pct_sobre_mes,87.9
2019-07-30,pct_sobre_mes,90.9
2019-07-31,pct_sobre_mes,100.0
2019-08-01,pct_sobre_mes,3.8
2019-08-02,pct_sobre_mes,7.5
2019-08-03,pct_sobre_mes,11.4
2019-08-04,pct_sobre_mes,12.3
2019-08-05,pct_sobre_mes,16.0
2019-08-06,pct_sobre_mes,19.4
2019-08-07,pct_sobre_mes,22.7
2019-08-08,pct_sobre_mes,26.0
2019-08-09,pct_sobre_mes,29.4
2019-08-10,pct_sobre_mes,33.0
2019-08-11,pct_sobre_mes,33.9
2019-08-12,pct_sobre_mes,38.0
2019-08-13,pct_sobre_mes,41.3
2019-08-14,pct_sobre_mes,44.7
2019-08-15,pct_sobre_mes,46.0
2019-08-16,pct_sobre_mes,49.5
2019-08-17,pct_sobre_mes,52.8
2019-08-18,pct_sobre_mes,53.7
2019-08-19,pct_sobre_mes,57.2
2019-08-20,pct_sobre_mes,60.5
2019-08-21,pct_sobre_mes,63.5
2019-08-22,pct_sobre_mes,66.6
2019-08-23,pct_sobre_mes,69.7
2019-08-24,pct_sobre_mes,72.8
2019-08-25,pct_sobre_mes,73.7
2019-08-26,pct_sobre_mes,77.3
2019-08-27,pct_sobre_mes,80.5
2019-08-28,pct_sobre_mes,83.8
2019-08-29,pct_sobre_mes,87.0
2019-08-30,pct_sobre_mes,90.3
2019-08-31,pct_sobre_mes,100.0
2019-09-01,pct_sobre_mes,1.1
2019-09-02,pct_sobre_mes,5.1
2019-09-03,pct_sobre_mes,8.5
2019-09-04,pct_sobre_mes,11.9
2019-09-05,pct_sobre_mes,15.2
2019-09-06,pct_sobre_mes,18.9
2019-09-07,pct_sobre_mes,23.0
2019-09-08,pct_sobre_mes,23.9
2019-09-09,pct_sobre_mes,27.5
2019-09-10,pct_sobre_mes,31.1
2019-09-11,pct_sobre_mes,33.9
2019-09-12,pct_sobre_mes,37.3
2019-09-13,pct_sobre_mes,40.8
2019-09-14,pct_sobre_mes,45.1
2019-09-15,pct_sobre_mes,46.2
2019-09-16,pct_sobre_mes,49.7
2019-09-17,pct_sobre_mes,52.7
2019-09-18,pct_sobre_mes,55.7
2019-09-19,pct_sobre_mes,58.9
2019-09-20,pct_sobre_mes,62.6
2019-09-21,pct_sobre_mes,66.8
2019-09-22,pct_sobre_mes,67.6
2019-09-23,pct_sobre_mes,71.2
2019-09-24,pct_sobre_mes,74.1
2019-09-25,pct_sobre_mes,77.3
2019-09-26,pct_sobre_mes,81.0
2019-09-27,pct_sobre_mes,85.2
2019-09-28,pct_sobre_mes,89.6
2019-09-29,pct_sobre_mes,90.6
2019-09-30,pct_sobre_mes,100.0
2019-10-01,pct_sobre_mes,3.5
2019-10-02,pct_sobre_mes,6.6
2019-10-03,pct_sobre_mes,9.5
2019-10-04,pct_sobre_mes,13.1
2019-10-05,pct_sobre_mes,17.2
2019-10-06,pct_sobre_mes,18.1
2019-10-07,pct_sobre_mes,21.5
2019-10-08,pct_sobre_mes,24.6
2019-10-09,pct_sobre_mes,27.2
2019-10-10,pct_sobre_mes,30.8
2019-10-11,pct_sobre_mes,34.7
2019-10-12,pct_sobre_mes,37.4
2019-10-13,pct_sobre_mes,38.2
2019-10-14,pct_sobre_mes,42.0
2019-10-15,pct_sobre_mes,45.2
2019-10-16,pct_sobre_mes,48.1
2019-10-17,pct_sobre_mes,51.3
2019-10-18,pct_sobre_mes,54.4
2019-10-19,pct_sobre_mes,58.4
2019-10-20,pct_sobre_mes,59.5
2019-10-21,pct_sobre_mes,63.0
2019-10-22,pct_sobre_mes,66.2
2019-10-23,pct_sobre_mes,69.3
2019-10-24,pct_sobre_mes,72.3
2019-10-25,pct_sobre_mes,75.9
2019-10-26,pct_sobre_mes,80.1
2019-10-27,pct_sobre_mes,80.8
2019-10-28,pct_sobre_mes,84.6
2019-10-29,pct_sobre_mes,87.7
2019-10-30,pct_sobre_mes,90.9
2019-10-31,pct_sobre_mes,100.0
2019-11-01,pct_sobre_mes,1.3
2019-11-02,pct_sobre_mes,5.8
2019-11-03,pct_sobre_mes,6.5
2019-11-04,pct_sobre_mes,10.2
2019-11-05,pct_sobre_mes,13.3
2019-11-06,pct_sobre_mes,16.5
2019-11-07,pct_sobre_mes,19.7
2019-11-08,pct_sobre_mes,23.1
2019-11-09,pct_sobre_mes,27.3
2019-11-10,pct_sobre_mes,28.1
2019-11-11,pct_sobre_mes,31.8
2019-11-12,pct_sobre_mes,34.8
2019-11-13,pct_sobre_mes,37.6
2019-11-14,pct_sobre_mes,40.5
2019-11-15,pct_sobre_mes,44.2
2019-11-16,pct_sobre_mes,48.2
2019-11-17,pct_sobre_mes,49.0
2019-11-18,pct_sobre_mes,52.3
2019-11-19,pct_sobre_mes,55.1
2019-11-20,pct_sobre_mes,57.9
2019-11-21,pct_sobre_mes,60.9
2019-11-22,pct_sobre_mes,64.3
2019-11-23,pct_sobre_mes,68.3
2019-11-24,pct_sobre_mes,69.1
2019-11-25,pct_sobre_mes,72.6
2019-11-26,pct_sobre_mes,75.7
2019-11-27,pct_sobre_mes,79.0
2019-11-28,pct_sobre_mes,83.3
2019-11-29,pct_sobre_mes,89.6
2019-11-30,pct_sobre_mes,100.0
2019-12-01,pct_sobre_mes,1.8
2019-12-02,pct_sobre_mes,5.2
2019-12-03,pct_sobre_mes,8.2
2019-12-04,pct_sobre_mes,11.0
2019-12-05,pct_sobre_mes,14.7
2019-12-06,pct_sobre_mes,16.0
2019-12-07,pct_sobre_mes,19.9
2019-12-08,pct_sobre_mes,20.8
2019-12-09,pct_sobre_mes,23.2
2019-12-10,pct_sobre_mes,26.5
2019-12-11,pct_sobre_mes,29.9
2019-12-12,pct_sobre_mes,33.0
2019-12-13,pct_sobre_mes,36.3
2019-12-14,pct_sobre_mes,40.1
2019-12-15,pct_sobre_mes,41.5
2019-12-16,pct_sobre_mes,45.3
2019-12-17,pct_sobre_mes,48.5
2019-12-18,pct_sobre_mes,51.7
2019-12-19,pct_sobre_mes,55.1
2019-12-20,pct_sobre_mes,58.9
2019-12-21,pct_sobre_mes,63.3
2019-12-22,pct_sobre_mes,65.3
2019-12-23,pct_sobre_mes,70.9
2019-12-24,pct_sobre_mes,74.7
2019-12-25,pct_sobre_mes,74.9
2019-12-26,pct_sobre_mes,77.6
2019-12-27,pct_sobre_mes,81.2
2019-12-28,pct_sobre_mes,84.9
2019-12-29,pct_sobre_mes,86.5
2019-12-30,pct_sobre_mes,91.8
2019-12-31,pct_sobre_mes,100.0
2020-01-01,pct_sobre_mes,0.2
2020-01-02,pct_sobre_mes,5.5
2020-01-03,pct_sobre_mes,10.7
2020-01-04,pct_sobre_mes,16.3
2020-01-05,pct_sobre_mes,18.6
2020-01-06,pct_sobre_mes,18.9
2020-01-07,pct_sobre_mes,22.9
2020-01-08,pct_sobre_mes,26.1
2020-01-09,pct_sobre_mes,29.2
2020-01-10,pct_sobre_mes,32.8
2020-01-11,pct_sobre_mes,37.1
2020-01-12,pct_sobre_mes,38.3
2020-01-13,pct_sobre_mes,41.6
2020-01-14,pct_sobre_mes,44.9
2020-01-15,pct_sobre_mes,47.7
2020-01-16,pct_sobre_mes,50.7
2020-01-17,pct_sobre_mes,54.0
2020-01-18,pct_sobre_mes,57.9
2020-01-19,pct_sobre_mes,58.6
2020-01-20,pct_sobre_mes,61.6
2020-01-21,pct_sobre_mes,64.3
2020-01-22,pct_sobre_mes,67.1
2020-01-23,pct_sobre_mes,69.9
2020-01-24,pct_sobre_mes,73.1
2020-01-25,pct_sobre_mes,76.9
2020-01-26,pct_sobre_mes,77.5
2020-01-27,pct_sobre_mes,80.6
2020-01-28,pct_sobre_mes,83.5
2020-01-29,pct_sobre_mes,86.2
2020-01-30,pct_sobre_mes,89.2
2020-01-31,pct_sobre_mes,100.0
2020-02-01,pct_sobre_mes,4.6
2020-02-02,pct_sobre_mes,5.4
2020-02-03,pct_sobre_mes,9.1
2020-02-04,pct_sobre_mes,12.6
2020-02-05,pct_sobre_mes,15.6
2020-02-06,pct_sobre_mes,18.8
2020-02-07,pct_sobre_mes,22.5
2020-02-08,pct_sobre_mes,26.9
2020-02-09,pct_sobre_mes,27.6
2020-02-10,pct_sobre_mes,31.1
2020-02-11,pct_sobre_mes,34.3
2020-02-12,pct_sobre_mes,37.6
2020-02-13,pct_sobre_mes,41.0
2020-02-14,pct_sobre_mes,45.2
2020-02-15,pct_sobre_mes,49.5
2020-02-16,pct_sobre_mes,50.2
2020-02-17,pct_sobre_mes,53.6
2020-02-18,pct_sobre_mes,56.5
2020-02-19,pct_sobre_mes,59.5
2020-02-20,pct_sobre_mes,62.6
2020-02-21,pct_sobre_mes,66.2
2020-02-22,pct_sobre_mes,70.0
2020-02-23,pct_sobre_mes,70.7
2020-02-24,pct_sobre_mes,74.2
2020-02-25,pct_sobre_mes,77.5
2020-02-26,pct_sobre_mes,80.7
2020-02-27,pct_sobre_mes,84.4
2020-02-28,pct_sobre_mes,88.2
2020-02-29,pct_sobre_mes,100.0
2020-03-01,pct_sobre_mes,0.9
2020-03-02,pct_sobre_mes,4.9
2020-03-03,pct_sobre_mes,8.4
2020-03-04,pct_sobre_mes,11.6
2020-03-05,pct_sobre_mes,15.1
2020-03-06,pct_sobre_mes,19.1
2020-03-07,pct_sobre_mes,23.7
2020-03-08,pct_sobre_mes,24.5
2020-03-09,pct_sobre_mes,28.3
2020-03-10,pct_sobre_mes,33.2
2020-03-11,pct_sobre_mes,37.3
2020-03-12,pct_sobre_mes,42.5
2020-03-13,pct_sobre_mes,48.8
2020-03-14,pct_sobre_mes,52.8
2020-03-15,pct_sobre_mes,53.5
2020-03-16,pct_sobre_mes,56.3
2020-03-17,pct_sobre_mes,58.7
2020-03-18,pct_sobre_mes,61.5
2020-03-19,pct_sobre_mes,63.3
2020-03-20,pct_sobre_mes,66.5
2020-03-21,pct_sobre_mes,68.9
2020-03-22,pct_sobre_mes,69.2
2020-03-23,pct_sobre_mes,72.3
2020-03-24,pct_sobre_mes,74.8
2020-03-25,pct_sobre_mes,77.3
2020-03-26,pct_sobre_mes,79.9
2020-03-27,pct_sobre_mes,83.1
2020-03-28,pct_sobre_mes,85.5
2020-03-29,pct_sobre_mes,86.0
2020-03-30,pct_sobre_mes,88.6
2020-03-31,pct_sobre_mes,100.0
2020-04-01,pct_sobre_mes,3.4
2020-04-02,pct_sobre_mes,6.7
2020-04-03,pct_sobre_mes,10.5
2020-04-04,pct_sobre_mes,13.5
2020-04-05,pct_sobre_mes,14.0
2020-04-06,pct_sobre_mes,17.5
2020-04-07,pct_sobre_mes,21.5
2020-04-08,pct_sobre_mes,25.8
2020-04-09,pct_sobre_mes,27.9
2020-04-10,pct_sobre_mes,28.4
2020-04-11,pct_sobre_mes,32.2
2020-04-12,pct_sobre_mes,32.6
2020-04-13,pct_sobre_mes,34.9
2020-04-14,pct_sobre_mes,38.9
2020-04-15,pct_sobre_mes,42.6
2020-04-16,pct_sobre_mes,46.2
2020-04-17,pct_sobre_mes,50.0
2020-04-18,pct_sobre_mes,53.3
2020-04-19,pct_sobre_mes,53.8
2020-04-20,pct_sobre_mes,56.9
2020-04-21,pct_sobre_mes,60.2
2020-04-22,pct_sobre_mes,63.6
2020-04-23,pct_sobre_mes,66.8
2020-04-24,pct_sobre_mes,70.8
2020-04-25,pct_sobre_mes,74.2
2020-04-26,pct_sobre_mes,74.7
2020-04-27,pct_sobre_mes,78.3
2020-04-28,pct_sobre_mes,82.1
2020-04-29,pct_sobre_mes,86.0
2020-04-30,pct_sobre_mes,100.0
2020-05-01,pct_sobre_mes,0.4
2020-05-02,pct_sobre_mes,4.2
2020-05-03,pct_sobre_mes,4.7
2020-05-04,pct_sobre_mes,8.4
2020-05-05,pct_sobre_mes,11.7
2020-05-06,pct_sobre_mes,14.8
2020-05-07,pct_sobre_mes,18.4
2020-05-08,pct_sobre_mes,21.9
2020-05-09,pct_sobre_mes,25.2
2020-05-10,pct_sobre_mes,25.7
2020-05-11,pct_sobre_mes,28.5
2020-05-12,pct_sobre_mes,31.7
2020-05-13,pct_sobre_mes,34.9
2020-05-14,pct_sobre_mes,38.2
2020-05-15,pct_sobre_mes,41.8
2020-05-16,pct_sobre_mes,45.3
2020-05-17,pct_sobre_mes,45.8
2020-05-18,pct_sobre_mes,49.3
2020-05-19,pct_sobre_mes,52.5
2020-05-20,pct_sobre_mes,55.8
2020-05-21,pct_sobre_mes,59.3
2020-05-22,pct_sobre_mes,63.1
2020-05-23,pct_sobre_mes,67.0
2020-05-24,pct_sobre_mes,67.5
2020-05-25,pct_sobre_mes,71.5
2020-05-26,pct_sobre_mes,75.1
2020-05-27,pct_sobre_mes,78.6
2020-05-28,pct_sobre_mes,82.6
2020-05-29,pct_sobre_mes,87.0
2020-05-30,pct_sobre_mes,91.4
2020-05-31,pct_sobre_mes,100.0
2020-06-01,pct_sobre_mes,3.2
2020-06-02,pct_sobre_mes,6.4
2020-06-03,pct_sobre_mes,9.6
2020-06-04,pct_sobre_mes,12.7
2020-06-05,pct_sobre_mes,16.2
2020-06-06,pct_sobre_mes,19.9
2020-06-07,pct_sobre_mes,20.4
2020-06-08,pct_sobre_mes,23.9
2020-06-09,pct_sobre_mes,27.2
2020-06-10,pct_sobre_mes,30.5
2020-06-11,pct_sobre_mes,33.6
2020-06-12,pct_sobre_mes,37.2
2020-06-13,pct_sobre_mes,41.0
2020-06-14,pct_sobre_mes,41.6
2020-06-15,pct_sobre_mes,45.2
2020-06-16,pct_sobre_mes,48.3
2020-06-17,pct_sobre_mes,51.4
2020-06-18,pct_sobre_mes,54.6
2020-06-19,pct_sobre_mes,58.1
2020-06-20,pct_sobre_mes,62.0
2020-06-21,pct_sobre_mes,62.7
2020-06-22,pct_sobre_mes,66.3
2020-06-23,pct_sobre_mes,69.8
2020-06-24,pct_sobre_mes,72.0
2020-06-25,pct_sobre_mes,75.8
2020-06-26,pct_sobre_mes,79.8
2020-06-27,pct_sobre_mes,83.9
2020-06-28,pct_sobre_mes,84.7
2020-06-29,pct_sobre_mes,88.8
2020-06-30,pct_sobre_mes,100.0
2020-07-01,pct_sobre_mes,3.5
2020-07-02,pct_sobre_mes,7.1
2020-07-03,pct_sobre_mes,11.1
2020-07-04,pct_sobre_mes,15.1
2020-07-05,pct_sobre_mes,16.1
2020-07-06,pct_sobre_mes,19.7
2020-07-07,pct_sobre_mes,23.2
2020-07-08,pct_sobre_mes,26.4
2020-07-09,pct_sobre_mes,29.7
2020-07-10,pct_sobre_mes,33.3
2020-07-11,pct_sobre_mes,36.9
2020-07-12,pct_sobre_mes,37.7
2020-07-13,pct_sobre_mes,41.2
2020-07-14,pct_sobre_mes,44.4
2020-07-15,pct_sobre_mes,47.8
2020-07-16,pct_sobre_mes,51.0
2020-07-17,pct_sobre_mes,54.5
2020-07-18,pct_sobre_mes,57.9
2020-07-19,pct_sobre_mes,58.6
2020-07-20,pct_sobre_mes,62.0
2020-07-21,pct_sobre_mes,65.1
2020-07-22,pct_sobre_mes,68.0
2020-07-23,pct_sobre_mes,71.1
2020-07-24,pct_sobre_mes,74.5
2020-07-25,pct_sobre_mes,77.7
2020-07-26,pct_sobre_mes,78.4
2020-07-27,pct_sobre_mes,81.9
2020-07-28,pct_sobre_mes,85.3
2020-07-29,pct_sobre_mes,88.3
2020-07-30,pct_sobre_mes,91.5
2020-07-31,pct_sobre_mes,100.0
2020-08-01,pct_sobre_mes,4.2
2020-08-02,pct_sobre_mes,5.0
2020-08-03,pct_sobre_mes,9.3
2020-08-04,pct_sobre_mes,12.7
2020-08-05,pct_sobre_mes,16.2
2020-08-06,pct_sobre_mes,19.7
2020-08-07,pct_sobre_mes,23.4
2020-08-08,pct_sobre_mes,27.1
2020-08-09,pct_sobre_mes,27.9
2020-08-10,pct_sobre_mes,31.8
2020-08-11,pct_sobre_mes,35.1
2020-08-12,pct_sobre_mes,38.4
2020-08-13,pct_sobre_mes,41.7
2020-08-14,pct_sobre_mes,45.6
2020-08-15,pct_sobre_mes,47.8
2020-08-16,pct_sobre_mes,48.6
2020-08-17,pct_sobre_mes,52.6
2020-08-18,pct_sobre_mes,55.9
2020-08-19,pct_sobre_mes,59.1
2020-08-20,pct_sobre_mes,62.4
2020-08-21,pct_sobre_mes,65.8
2020-08-22,pct_sobre_mes,69.2
2020-08-23,pct_sobre_mes,69.9
2020-08-24,pct_sobre_mes,73.6
2020-08-25,pct_sobre_mes,76.8
2020-08-26,pct_sobre_mes,79.9
2020-08-27,pct_sobre_mes,83.1
2020-08-28,pct_sobre_mes,86.8
2020-08-29,pct_sobre_mes,90.6
2020-08-30,pct_sobre_mes,91.5
2020-08-31,pct_sobre_mes,100.0
2020-09-01,pct_sobre_mes,3.5
2020-09-02,pct_sobre_mes,6.7
2020-09-03,pct_sobre_mes,11.7
2020-09-04,pct_sobre_mes,15.5
2020-09-05,pct_sobre_mes,19.5
2020-09-06,pct_sobre_mes,20.4
2020-09-07,pct_sobre_mes,24.2
2020-09-08,pct_sobre_mes,27.1
2020-09-09,pct_sobre_mes,30.4
2020-09-10,pct_sobre_mes,33.8
2020-09-11,pct_sobre_mes,36.9
2020-09-12,pct_sobre_mes,40.8
2020-09-13,pct_sobre_mes,41.6
2020-09-14,pct_sobre_mes,45.1
2020-09-15,pct_sobre_mes,48.4
2020-09-16,pct_sobre_mes,51.6
2020-09-17,pct_sobre_mes,54.6
2020-09-18,pct_sobre_mes,58.2
2020-09-19,pct_sobre_mes,62.1
2020-09-20,pct_sobre_mes,62.9
2020-09-21,pct_sobre_mes,66.3
2020-09-22,pct_sobre_mes,69.3
2020-09-23,pct_sobre_mes,72.3
2020-09-24,pct_sobre_mes,75.3
2020-09-25,pct_sobre_mes,79.0
2020-09-26,pct_sobre_mes,82.9
2020-09-27,pct_sobre_mes,83.6
2020-09-28,pct_sobre_mes,87.6
2020-09-29,pct_sobre_mes,90.8
2020-09-30,pct_sobre_mes,100.0
2020-10-01,pct_sobre_mes,3.3
2020-10-02,pct_sobre_mes,7.0
2020-10-03,pct_sobre_mes,11.2
2020-10-04,pct_sobre_mes,11.9
2020-10-05,pct_sobre_mes,15.5
2020-10-06,pct_sobre_mes,18.7
2020-10-07,pct_sobre_mes,21.5
2020-10-08,pct_sobre_mes,24.9
2020-10-09,pct_sobre_mes,28.3
2020-10-10,pct_sobre_mes,32.6
2020-10-11,pct_sobre_mes,33.4
2020-10-12,pct_sobre_mes,34.7
2020-10-13,pct_sobre_mes,38.3
2020-10-14,pct_sobre_mes,41.6
2020-10-15,pct_sobre_mes,45.0
2020-10-16,pct_sobre_mes,48.7
2020-10-17,pct_sobre_mes,52.5
2020-10-18,pct_sobre_mes,53.2
2020-10-19,pct_sobre_mes,56.4
2020-10-20,pct_sobre_mes,59.3
2020-10-21,pct_sobre_mes,62.2
2020-10-22,pct_sobre_mes,65.1
2020-10-23,pct_sobre_mes,68.7
2020-10-24,pct_sobre_mes,72.5
2020-10-25,pct_sobre_mes,73.2
2020-10-26,pct_sobre_mes,76.6
2020-10-27,pct_sobre_mes,79.6
