pais,pais_codi,any,sex,sexe,age,edat,ocupats_milers
UE-27,EU27_2020,2008,F,Dones,Y_GE65,65+,112.8
UE-27,EU27_2020,2009,F,Dones,Y_GE65,65+,117.6
UE-27,EU27_2020,2010,F,Dones,Y_GE65,65+,122.7
UE-27,EU27_2020,2011,F,Dones,Y_GE65,65+,133.7
UE-27,EU27_2020,2012,F,Dones,Y_GE65,65+,143.7
UE-27,EU27_2020,2013,F,Dones,Y_GE65,65+,142.6
UE-27,EU27_2020,2014,F,Dones,Y_GE65,65+,156.5
UE-27,EU27_2020,2015,F,Dones,Y_GE65,65+,163.0
UE-27,EU27_2020,2016,F,Dones,Y_GE65,65+,171.4
UE-27,EU27_2020,2017,F,Dones,Y_GE65,65+,183.3
UE-27,EU27_2020,2018,F,Dones,Y_GE65,65+,190.7
UE-27,EU27_2020,2019,F,Dones,Y_GE65,65+,205.2
UE-27,EU27_2020,2020,F,Dones,Y_GE65,65+,198.8
UE-27,EU27_2020,2021,F,Dones,Y_GE65,65+,206.6
UE-27,EU27_2020,2022,F,Dones,Y_GE65,65+,221.0
UE-27,EU27_2020,2023,F,Dones,Y_GE65,65+,250.5
UE-27,EU27_2020,2024,F,Dones,Y_GE65,65+,262.8
UE-27,EU27_2020,2025,F,Dones,Y_GE65,65+,287.3
Espanya,ES,2008,M,Homes,Y_GE65,65+,9.5
Espanya,ES,2009,M,Homes,Y_GE65,65+,8.9
Espanya,ES,2010,M,Homes,Y_GE65,65+,6.6
Espanya,ES,2011,M,Homes,Y_GE65,65+,7.1
Espanya,ES,2012,M,Homes,Y_GE65,65+,6.8
Espanya,ES,2013,M,Homes,Y_GE65,65+,6.3
Espanya,ES,2014,M,Homes,Y_GE65,65+,9.1
Espanya,ES,2015,M,Homes,Y_GE65,65+,8.0
Espanya,ES,2016,M,Homes,Y_GE65,65+,10.3
Espanya,ES,2017,M,Homes,Y_GE65,65+,12.3
Espanya,ES,2018,M,Homes,Y_GE65,65+,10.1
Espanya,ES,2019,M,Homes,Y_GE65,65+,9.5
Espanya,ES,2020,M,Homes,Y_GE65,65+,9.4
Espanya,ES,2021,M,Homes,Y_GE65,65+,9.2
Espanya,ES,2022,M,Homes,Y_GE65,65+,14.5
Espanya,ES,2023,M,Homes,Y_GE65,65+,13.0
Espanya,ES,2024,M,Homes,Y_GE65,65+,11.9
Espanya,ES,2025,M,Homes,Y_GE65,65+,21.3
UE-27,EU27_2020,2008,M,Homes,Y_GE65,65+,121.5
UE-27,EU27_2020,2009,M,Homes,Y_GE65,65+,119.2
UE-27,EU27_2020,2010,M,Homes,Y_GE65,65+,123.6
UE-27,EU27_2020,2011,M,Homes,Y_GE65,65+,126.5
UE-27,EU27_2020,2012,M,Homes,Y_GE65,65+,136.5
UE-27,EU27_2020,2013,M,Homes,Y_GE65,65+,140.3
UE-27,EU27_2020,2014,M,Homes,Y_GE65,65+,152.5
UE-27,EU27_2020,2015,M,Homes,Y_GE65,65+,158.4
UE-27,EU27_2020,2016,M,Homes,Y_GE65,65+,168.5
UE-27,EU27_2020,2017,M,Homes,Y_GE65,65+,174.4
UE-27,EU27_2020,2018,M,Homes,Y_GE65,65+,177.4
UE-27,EU27_2020,2019,M,Homes,Y_GE65,65+,182.3
UE-27,EU27_2020,2020,M,Homes,Y_GE65,65+,184.7
UE-27,EU27_2020,2021,M,Homes,Y_GE65,65+,195.4
UE-27,EU27_2020,2022,M,Homes,Y_GE65,65+,220.5
UE-27,EU27_2020,2023,M,Homes,Y_GE65,65+,222.0
UE-27,EU27_2020,2024,M,Homes,Y_GE65,65+,226.6
UE-27,EU27_2020,2025,M,Homes,Y_GE65,65+,258.5
Espanya,ES,2008,T,Total,Y_GE65,65+,21.1
Espanya,ES,2009,T,Total,Y_GE65,65+,19.0
Espanya,ES,2010,T,Total,Y_GE65,65+,17.6
Espanya,ES,2011,T,Total,Y_GE65,65+,20.6
Espanya,ES,2012,T,Total,Y_GE65,65+,21.6
Espanya,ES,2013,T,Total,Y_GE65,65+,19.3
Espanya,ES,2014,T,Total,Y_GE65,65+,19.3
Espanya,ES,2015,T,Total,Y_GE65,65+,19.1
Espanya,ES,2016,T,Total,Y_GE65,65+,22.7
Espanya,ES,2017,T,Total,Y_GE65,65+,27.3
Espanya,ES,2018,T,Total,Y_GE65,65+,23.8
Espanya,ES,2019,T,Total,Y_GE65,65+,24.0
Espanya,ES,2020,T,Total,Y_GE65,65+,24.4
Espanya,ES,2021,T,Total,Y_GE65,65+,23.4
Espanya,ES,2022,T,Total,Y_GE65,65+,30.8
Espanya,ES,2023,T,Total,Y_GE65,65+,29.0
Espanya,ES,2024,T,Total,Y_GE65,65+,25.1
Espanya,ES,2025,T,Total,Y_GE65,65+,42.2
UE-27,EU27_2020,2008,T,Total,Y_GE65,65+,234.2
UE-27,EU27_2020,2009,T,Total,Y_GE65,65+,236.9
UE-27,EU27_2020,2010,T,Total,Y_GE65,65+,246.3
UE-27,EU27_2020,2011,T,Total,Y_GE65,65+,260.2
UE-27,EU27_2020,2012,T,Total,Y_GE65,65+,280.3
UE-27,EU27_2020,2013,T,Total,Y_GE65,65+,282.8
UE-27,EU27_2020,2014,T,Total,Y_GE65,65+,309.0
UE-27,EU27_2020,2015,T,Total,Y_GE65,65+,321.4
UE-27,EU27_2020,2016,T,Total,Y_GE65,65+,339.8
UE-27,EU27_2020,2017,T,Total,Y_GE65,65+,357.7
UE-27,EU27_2020,2018,T,Total,Y_GE65,65+,368.1
UE-27,EU27_2020,2019,T,Total,Y_GE65,65+,387.4
UE-27,EU27_2020,2020,T,Total,Y_GE65,65+,383.5
UE-27,EU27_2020,2021,T,Total,Y_GE65,65+,402.1
UE-27,EU27_2020,2022,T,Total,Y_GE65,65+,441.6
UE-27,EU27_2020,2023,T,Total,Y_GE65,65+,472.4
UE-27,EU27_2020,2024,T,Total,Y_GE65,65+,489.4
UE-27,EU27_2020,2025,T,Total,Y_GE65,65+,545.8
