any,mes,grup_codi,grup,ipc,periode
2010,4,05,Parament de la llar,84.64,2010-04
2010,5,05,Parament de la llar,84.84,2010-05
2010,6,05,Parament de la llar,84.914,2010-06
2010,7,05,Parament de la llar,84.567,2010-07
2010,8,05,Parament de la llar,84.636,2010-08
2010,9,05,Parament de la llar,84.95,2010-09
2010,10,05,Parament de la llar,85.338,2010-10
2010,11,05,Parament de la llar,85.523,2010-11
2010,12,05,Parament de la llar,85.684,2010-12
2011,1,05,Parament de la llar,84.947,2011-01
2011,2,05,Parament de la llar,84.915,2011-02
2011,3,05,Parament de la llar,85.2,2011-03
2011,4,05,Parament de la llar,85.656,2011-04
2011,5,05,Parament de la llar,86.009,2011-05
2011,6,05,Parament de la llar,86.168,2011-06
2011,7,05,Parament de la llar,85.479,2011-07
2011,8,05,Parament de la llar,85.536,2011-08
2011,9,05,Parament de la llar,85.812,2011-09
2011,10,05,Parament de la llar,86.223,2011-10
2011,11,05,Parament de la llar,86.536,2011-11
2011,12,05,Parament de la llar,86.656,2011-12
2012,1,05,Parament de la llar,85.863,2012-01
2012,2,05,Parament de la llar,85.811,2012-02
2012,3,05,Parament de la llar,86.044,2012-03
2012,4,05,Parament de la llar,86.385,2012-04
2012,5,05,Parament de la llar,86.632,2012-05
2012,6,05,Parament de la llar,86.704,2012-06
2012,7,05,Parament de la llar,85.753,2012-07
2012,8,05,Parament de la llar,85.848,2012-08
2012,9,05,Parament de la llar,86.562,2012-09
2012,10,05,Parament de la llar,87.314,2012-10
2012,11,05,Parament de la llar,87.573,2012-11
2012,12,05,Parament de la llar,87.674,2012-12
2013,1,05,Parament de la llar,86.984,2013-01
2013,2,05,Parament de la llar,87.009,2013-02
2013,3,05,Parament de la llar,87.172,2013-03
2013,4,05,Parament de la llar,87.55,2013-04
2013,5,05,Parament de la llar,87.867,2013-05
2013,6,05,Parament de la llar,87.952,2013-06
2013,7,05,Parament de la llar,86.94,2013-07
2013,8,05,Parament de la llar,86.89,2013-08
2013,9,05,Parament de la llar,87.12,2013-09
2013,10,05,Parament de la llar,87.314,2013-10
2013,11,05,Parament de la llar,87.496,2013-11
2013,12,05,Parament de la llar,87.519,2013-12
2014,1,05,Parament de la llar,86.791,2014-01
2014,2,05,Parament de la llar,86.747,2014-02
2014,3,05,Parament de la llar,86.938,2014-03
2014,4,05,Parament de la llar,87.094,2014-04
2014,5,05,Parament de la llar,87.187,2014-05
2014,6,05,Parament de la llar,87.172,2014-06
2014,7,05,Parament de la llar,86.425,2014-07
2014,8,05,Parament de la llar,86.448,2014-08
2014,9,05,Parament de la llar,86.617,2014-09
2014,10,05,Parament de la llar,86.761,2014-10
2014,11,05,Parament de la llar,86.931,2014-11
2014,12,05,Parament de la llar,86.967,2014-12
2015,1,05,Parament de la llar,86.359,2015-01
2015,2,05,Parament de la llar,86.322,2015-02
2015,3,05,Parament de la llar,86.471,2015-03
2015,4,05,Parament de la llar,86.678,2015-04
2015,5,05,Parament de la llar,86.882,2015-05
2015,6,05,Parament de la llar,86.995,2015-06
2015,7,05,Parament de la llar,86.327,2015-07
2015,8,05,Parament de la llar,86.333,2015-08
2015,9,05,Parament de la llar,86.518,2015-09
2015,10,05,Parament de la llar,86.817,2015-10
2015,11,05,Parament de la llar,86.98,2015-11
2015,12,05,Parament de la llar,87.065,2015-12
2016,1,05,Parament de la llar,86.458,2016-01
2016,2,05,Parament de la llar,86.457,2016-02
2016,3,05,Parament de la llar,86.697,2016-03
2016,4,05,Parament de la llar,86.888,2016-04
2016,5,05,Parament de la llar,87.104,2016-05
2016,6,05,Parament de la llar,87.135,2016-06
2016,7,05,Parament de la llar,86.465,2016-07
2016,8,05,Parament de la llar,86.427,2016-08
2016,9,05,Parament de la llar,86.629,2016-09
2016,10,05,Parament de la llar,86.925,2016-10
2016,11,05,Parament de la llar,87.138,2016-11
2016,12,05,Parament de la llar,87.068,2016-12
2017,1,05,Parament de la llar,86.323,2017-01
2017,2,05,Parament de la llar,86.151,2017-02
2017,3,05,Parament de la llar,86.327,2017-03
2017,4,05,Parament de la llar,86.534,2017-04
2017,5,05,Parament de la llar,86.766,2017-05
2017,6,05,Parament de la llar,86.772,2017-06
2017,7,05,Parament de la llar,85.94,2017-07
2017,8,05,Parament de la llar,85.969,2017-08
2017,9,05,Parament de la llar,86.23,2017-09
2017,10,05,Parament de la llar,86.435,2017-10
2017,11,05,Parament de la llar,86.673,2017-11
2017,12,05,Parament de la llar,86.672,2017-12
2018,1,05,Parament de la llar,86.092,2018-01
2018,2,05,Parament de la llar,86.127,2018-02
2018,3,05,Parament de la llar,86.336,2018-03
2018,4,05,Parament de la llar,86.626,2018-04
2018,5,05,Parament de la llar,86.828,2018-05
2018,6,05,Parament de la llar,86.902,2018-06
2018,7,05,Parament de la llar,86.167,2018-07
2018,8,05,Parament de la llar,86.2,2018-08
2018,9,05,Parament de la llar,86.372,2018-09
2018,10,05,Parament de la llar,86.688,2018-10
2018,11,05,Parament de la llar,86.89,2018-11
2018,12,05,Parament de la llar,86.974,2018-12
2019,1,05,Parament de la llar,86.556,2019-01
2019,2,05,Parament de la llar,86.65,2019-02
2019,3,05,Parament de la llar,86.831,2019-03
2019,4,05,Parament de la llar,87.124,2019-04
2019,5,05,Parament de la llar,87.38,2019-05
2019,6,05,Parament de la llar,87.459,2019-06
2019,7,05,Parament de la llar,86.725,2019-07
2019,8,05,Parament de la llar,86.838,2019-08
2019,9,05,Parament de la llar,86.977,2019-09
2019,10,05,Parament de la llar,87.408,2019-10
2019,11,05,Parament de la llar,87.574,2019-11
2019,12,05,Parament de la llar,87.46,2019-12
2020,1,05,Parament de la llar,86.904,2020-01
2020,2,05,Parament de la llar,86.958,2020-02
2020,3,05,Parament de la llar,87.195,2020-03
2020,4,05,Parament de la llar,87.485,2020-04
2020,5,05,Parament de la llar,87.738,2020-05
2020,6,05,Parament de la llar,87.658,2020-06
2020,7,05,Parament de la llar,87.271,2020-07
2020,8,05,Parament de la llar,87.216,2020-08
2020,9,05,Parament de la llar,87.354,2020-09
2020,10,05,Parament de la llar,87.639,2020-10
2020,11,05,Parament de la llar,87.779,2020-11
2020,12,05,Parament de la llar,87.776,2020-12
2021,1,05,Parament de la llar,87.529,2021-01
2021,2,05,Parament de la llar,87.39,2021-02
2021,3,05,Parament de la llar,87.722,2021-03
2021,4,05,Parament de la llar,88.004,2021-04
2021,5,05,Parament de la llar,88.293,2021-05
2021,6,05,Parament de la llar,88.374,2021-06
2021,7,05,Parament de la llar,87.965,2021-07
2021,8,05,Parament de la llar,87.925,2021-08
2021,9,05,Parament de la llar,88.18,2021-09
2021,10,05,Parament de la llar,88.703,2021-10
2021,11,05,Parament de la llar,89.148,2021-11
2021,12,05,Parament de la llar,89.603,2021-12
2022,1,05,Parament de la llar,90.089,2022-01
2022,2,05,Parament de la llar,90.609,2022-02
2022,3,05,Parament de la llar,91.427,2022-03
2022,4,05,Parament de la llar,92.793,2022-04
2022,5,05,Parament de la llar,93.516,2022-05
2022,6,05,Parament de la llar,94.151,2022-06
2022,7,05,Parament de la llar,94.296,2022-07
2022,8,05,Parament de la llar,94.566,2022-08
2022,9,05,Parament de la llar,95.026,2022-09
2022,10,05,Parament de la llar,95.807,2022-10
2022,11,05,Parament de la llar,96.519,2022-11
2022,12,05,Parament de la llar,97.207,2022-12
2023,1,05,Parament de la llar,97.199,2023-01
2023,2,05,Parament de la llar,97.552,2023-02
2023,3,05,Parament de la llar,98.095,2023-03
2023,4,05,Parament de la llar,98.668,2023-04
2023,5,05,Parament de la llar,98.94,2023-05
2023,6,05,Parament de la llar,99.149,2023-06
2023,7,05,Parament de la llar,98.486,2023-07
2023,8,05,Parament de la llar,98.587,2023-08
2023,9,05,Parament de la llar,98.687,2023-09
2023,10,05,Parament de la llar,98.979,2023-10
2023,11,05,Parament de la llar,99.08,2023-11
2023,12,05,Parament de la llar,99.116,2023-12
2024,1,05,Parament de la llar,98.831,2024-01
2024,2,05,Parament de la llar,98.943,2024-02
2024,3,05,Parament de la llar,99.1,2024-03
2024,4,05,Parament de la llar,99.427,2024-04
2024,5,05,Parament de la llar,99.55,2024-05
2024,6,05,Parament de la llar,99.532,2024-06
2024,7,05,Parament de la llar,99.004,2024-07
2024,8,05,Parament de la llar,99.041,2024-08
2024,9,05,Parament de la llar,99.173,2024-09
2024,10,05,Parament de la llar,99.465,2024-10
2024,11,05,Parament de la llar,99.62,2024-11
2024,12,05,Parament de la llar,99.759,2024-12
2025,1,05,Parament de la llar,99.388,2025-01
2025,2,05,Parament de la llar,99.442,2025-02
2025,3,05,Parament de la llar,99.72,2025-03
2025,4,05,Parament de la llar,99.932,2025-04
2025,5,05,Parament de la llar,100.169,2025-05
2025,6,05,Parament de la llar,100.275,2025-06
2025,7,05,Parament de la llar,99.852,2025-07
2025,8,05,Parament de la llar,99.856,2025-08
2025,9,05,Parament de la llar,99.975,2025-09
2025,10,05,Parament de la llar,100.328,2025-10
2025,11,05,Parament de la llar,100.585,2025-11
2025,12,05,Parament de la llar,100.478,2025-12
2026,1,05,Parament de la llar,100.194,2026-01
2026,2,05,Parament de la llar,100.364,2026-02
2026,3,05,Parament de la llar,100.696,2026-03
2026,4,05,Parament de la llar,101.09,2026-04
2026,5,05,Parament de la llar,101.346,2026-05
2026,6,05,Parament de la llar,101.563,2026-06
2026,7,05,Parament de la llar,101.264,2026-07
